,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
496,12218251,JD427913,11/10/20 5:00,041XX N MARMORA AVE,935,MOTOR VEHICLE THEFT,"THEFT / RECOVERY - TRUCK, BUS, MOBILE HOME",STREET,False,False,1624,16,38,15,7,,,2020,11/17/20 15:49,,,
497,12217715,JD427260,11/10/20 10:00,009XX S KARLOV AVE,930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,1132,11,24,26,7,,,2020,11/17/20 15:49,,,
498,12217141,JD426698,11/10/20 1:00,035XX S SANGAMON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,915,9,11,60,08B,,,2020,11/17/20 15:49,,,
499,12217283,JD426810,11/10/20 7:20,004XX S HALSTED ST,483,BATTERY,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,CTA BUS,False,False,1232,12,25,28,04B,,,2020,11/17/20 15:49,,,
500,12218377,JD428107,11/10/20 8:00,038XX W 55TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,822,8,23,62,11,,,2020,11/17/20 15:49,,,
501,12217914,JD427599,11/10/20 15:05,017XX N SHEFFIELD AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,1811,18,2,7,6,,,2020,11/17/20 15:49,,,
502,12217172,JD426731,11/10/20 2:30,051XX S PRAIRIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,231,2,3,40,08B,,,2020,11/17/20 15:49,,,
503,12217199,JD426707,11/10/20 1:15,089XX S MUSKEGON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,423,4,10,46,14,,,2020,11/17/20 15:49,,,
504,12218780,JD428191,11/10/20 18:00,033XX N PULASKI RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DRUG STORE,False,False,1732,17,30,21,11,,,2020,11/17/20 15:49,,,
505,12222620,JD432825,11/1/20 9:00,012XX W LILL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1932,19,43,7,11,,,2020,11/17/20 15:49,,,
506,12218096,JD427764,11/10/20 22:11,060XX W GEORGE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2511,25,30,19,04A,,,2020,11/17/20 15:49,,,
507,12218047,JD427731,11/10/20 20:55,002XX W GRAND AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CONVENIENCE STORE,False,False,1831,18,42,8,10,,,2020,11/17/20 15:49,,,
508,12218019,JD427675,11/10/20 19:30,010XX N AUSTIN BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,1511,15,29,25,04A,,,2020,11/17/20 15:49,,,
509,12217169,JD426692,11/10/20 0:33,001XX W 112TH PL,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,STREET,False,False,522,5,34,49,04B,,,2020,11/17/20 15:49,,,
510,12218554,JD428258,11/10/20 14:30,082XX S LAFLIN ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,614,6,21,71,11,,,2020,11/17/20 15:49,,,
511,12217209,JD426732,11/10/20 2:40,042XX S ASHLAND AVE,460,BATTERY,SIMPLE,CTA BUS STOP,False,False,924,9,11,61,08B,,,2020,11/17/20 15:49,,,
512,12217717,JD427365,11/10/20 10:00,112XX S FAIRFIELD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2212,22,19,75,11,,,2020,11/17/20 15:49,,,
513,12218459,JD428235,11/10/20 17:30,0000X E 46TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,215,2,3,38,7,,,2020,11/17/20 15:49,,,
514,12217690,JD427334,11/10/20 14:17,079XX S HARVARD AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,True,False,623,6,17,44,04B,,,2020,11/17/20 15:49,,,
516,12222436,JD432846,11/1/20 9:00,035XX N FREMONT ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1924,19,44,6,11,,,2020,11/17/20 15:49,,,
517,12218127,JD427826,11/10/20 20:30,015XX S FAIRFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING / GROUNDS,False,True,1023,10,28,29,08B,,,2020,11/17/20 15:49,,,
518,12219404,JD429255,11/10/20 9:00,007XX N KINGSBURY ST,810,THEFT,OVER $500,STREET,False,False,1831,18,42,8,6,,,2020,11/17/20 15:49,,,
519,12220196,JD430182,11/10/20 12:00,008XX W EASTWOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1914,19,46,3,11,,,2020,11/17/20 15:49,,,
520,12217606,JD427156,11/10/20 12:32,007XX W 82ND ST,810,THEFT,OVER $500,RESIDENCE,False,True,622,6,21,71,6,,,2020,11/17/20 15:49,,,
521,12222496,JD432893,11/2/20 0:00,009XX W WINONA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2024,20,48,3,7,,,2020,11/17/20 15:49,,,
522,12222395,JD431407,10/1/20 12:00,064XX N NORTHWEST HWY,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1611,16,41,9,11,,,2020,11/17/20 15:49,,,
523,12217300,JD426847,11/10/20 4:50,064XX S CAMPBELL AVE,820,THEFT,$500 AND UNDER,PARK PROPERTY,False,False,825,8,16,66,6,,,2020,11/17/20 15:49,,,
524,12218354,JD427918,11/10/20 15:00,043XX W JACKSON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1131,11,28,26,11,,,2020,11/17/20 15:49,,,
525,12218356,JD428123,11/10/20 17:00,093XX S CLAREMONT AVE,810,THEFT,OVER $500,STREET,False,False,2221,22,19,72,6,,,2020,11/17/20 15:49,,,
526,12217133,JD426682,11/10/20 0:12,015XX W WINNEMAC AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,True,True,2032,20,47,3,08B,,,2020,11/17/20 15:49,,,
527,12222863,JD432788,10/31/20 19:00,007XX W 129TH PL,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,523,5,34,53,6,,,2020,11/17/20 15:49,,,
528,12217767,JD427446,11/10/20 8:26,113XX S PARNELL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2233,22,34,49,7,,,2020,11/17/20 15:49,,,
529,12217944,JD427637,11/10/20 12:00,009XX W MADISON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1232,12,25,28,11,,,2020,11/17/20 15:49,,,
531,12220504,JD429909,11/10/20 3:00,028XX N WHIPPLE ST,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,1411,14,33,21,6,,,2020,11/17/20 15:49,,,
532,12218810,JD428450,11/10/20 14:50,041XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,213,2,3,38,11,,,2020,11/17/20 15:49,,,
533,12218290,JD427765,11/10/20 22:13,007XX W LAWRENCE AVE,860,THEFT,RETAIL THEFT,GAS STATION,False,False,1914,19,46,3,6,,,2020,11/17/20 15:49,,,
534,12217893,JD427619,11/10/20 12:00,078XX S KINGSTON AVE,890,THEFT,FROM BUILDING,APARTMENT,False,False,421,4,7,43,6,,,2020,11/17/20 15:49,,,
535,12217532,JD427157,11/10/20 11:40,026XX W WINONA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2031,20,40,4,7,,,2020,11/17/20 15:49,,,
537,12217113,JD426691,11/10/20 0:34,048XX W SUPERIOR ST,460,BATTERY,SIMPLE,STREET,False,False,1531,15,37,25,08B,,,2020,11/17/20 15:49,,,
538,12218073,JD427707,11/10/20 20:30,094XX S LOOMIS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2222,22,21,73,08B,,,2020,11/17/20 15:49,,,
539,12217962,JD427301,11/10/20 13:00,006XX W ARLINGTON PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1935,19,43,7,7,,,2020,11/17/20 15:49,,,
540,12217800,JD427502,11/10/20 16:26,051XX W DIVERSEY AVE,460,BATTERY,SIMPLE,DEPARTMENT STORE,False,False,2521,25,31,19,08B,,,2020,11/17/20 15:49,,,
541,12217516,JD426988,11/10/20 10:45,003XX S PULASKI RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1132,11,28,26,6,,,2020,11/17/20 15:49,,,
542,12222728,JD433240,11/4/20 0:00,006XX E 38TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,212,2,4,36,11,,,2020,11/17/20 15:49,,,
543,12221166,JD431408,11/10/20 12:00,030XX W BELMONT AVE,810,THEFT,OVER $500,STREET,False,False,1411,14,33,21,6,,,2020,11/17/20 15:49,,,
544,12217680,JD427155,11/10/20 11:30,038XX S DR MARTIN LUTHER KING JR DR,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,212,2,4,35,6,,,2020,11/17/20 15:49,,,
546,12218166,JD426777,11/10/20 4:00,099XX S PAXTON AVE,810,THEFT,OVER $500,RESIDENCE,False,True,431,4,7,51,6,,,2020,11/17/20 15:49,,,
547,12219504,JD429501,11/10/20 16:00,030XX N KEATING AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2521,25,31,19,11,,,2020,11/17/20 15:49,,,
549,12222545,JD432850,11/5/20 12:00,067XX S WOLCOTT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,726,7,16,67,11,,,2020,11/17/20 15:49,,,
550,12127300,JD276809,6/26/20 10:00,033XX W FILLMORE ST,2091,NARCOTICS,FORFEIT PROPERTY,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24,29,18,,,2020,11/17/20 15:49,,,
551,12217851,JD427490,11/10/20 14:00,030XX N PARKSIDE AVE,560,ASSAULT,SIMPLE,APARTMENT,False,False,2514,25,31,19,08A,,,2020,11/17/20 15:49,,,
552,12219353,JD429176,11/10/20 20:00,106XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,2232,22,34,73,14,,,2020,11/17/20 15:49,,,
553,12220836,JD430170,11/10/20 9:00,023XX N MC VICKER AVE,810,THEFT,OVER $500,OTHER (SPECIFY),False,False,2512,25,36,19,6,,,2020,11/17/20 15:49,,,
554,12217900,JD427556,11/10/20 16:50,023XX S PULASKI RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER (SPECIFY),False,False,1013,10,22,29,7,,,2020,11/17/20 15:49,,,
555,12223189,JD433599,11/3/20 16:00,074XX S INDIANA AVE,810,THEFT,OVER $500,RESIDENCE,False,False,323,3,6,69,6,,,2020,11/17/20 15:49,,,
556,12218113,JD427738,11/10/20 21:19,0000X N WABASH AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,CTA TRAIN,True,True,112,1,42,32,04B,,,2020,11/17/20 15:49,,,
557,12218149,JD427779,11/10/20 23:10,048XX W FULLERTON AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,2522,25,31,19,6,,,2020,11/17/20 15:49,,,
559,12217473,JD426953,11/10/20 9:20,073XX S PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,True,True,735,7,17,67,08B,,,2020,11/17/20 15:49,,,
561,12218227,JD427886,11/10/20 17:00,079XX S WABASH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,623,6,6,44,7,,,2020,11/17/20 15:49,,,
562,12223195,JD433642,10/1/20 8:00,037XX N HARLEM AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1631,16,38,17,11,,,2020,11/17/20 15:49,,,
563,12217343,JD426952,11/10/20 9:23,007XX N TRUMBULL AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1121,11,27,23,18,,,2020,11/17/20 15:49,,,
564,12222329,JD432631,11/9/20 10:20,039XX N CLARK ST,460,BATTERY,SIMPLE,GOVERNMENT BUILDING / PROPERTY,False,False,1923,19,47,6,08B,,,2020,11/17/20 15:47,,,
565,12222273,JD432578,11/9/20 9:00,003XX E 38TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,212,2,3,35,11,,,2020,11/17/20 15:47,,,
566,12222236,JD423993,11/6/20 18:00,048XX W HUTCHINSON ST,610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),False,False,1624,16,45,15,5,,,2020,11/17/20 15:47,,,
567,12220982,JD431150,10/14/20 12:00,021XX N NATCHEZ AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2512,25,29,19,11,,,2020,11/17/20 15:47,,,
568,12220624,JD430562,6/30/20 13:00,079XX S UNION AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,621,6,17,71,11,,,2020,11/17/20 15:47,,,
569,12220270,JD430387,9/28/20 14:00,071XX S CYRIL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,333,3,5,43,11,,,2020,11/17/20 15:47,,,
570,12220243,JD430375,11/4/20 12:00,073XX S BLACKSTONE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,324,3,7,43,11,,,2020,11/17/20 15:47,,,
571,12219158,JD427946,10/21/20 9:00,045XX N LINCOLN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,SCHOOL - PRIVATE BUILDING,False,False,1911,19,47,4,11,,,2020,11/17/20 15:47,,,
572,12218193,JD427855,11/10/20 21:00,098XX S STATE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER RAILROAD PROPERTY / TRAIN DEPOT,False,False,511,5,21,49,14,,,2020,11/17/20 15:49,,,
573,12222673,JD432997,11/10/20 10:00,035XX N SEELEY AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1921,19,47,5,11,,,2020,11/17/20 15:49,,,
576,12217560,JD427142,11/10/20 11:30,032XX W DOUGLAS BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1022,10,24,29,08B,,,2020,11/17/20 15:49,,,
577,12219316,JD428874,11/10/20 0:00,049XX N MARINE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2024,20,48,3,11,,,2020,11/17/20 15:49,,,
578,12220252,JD430186,11/10/20 13:00,036XX W 82ND PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,834,8,18,70,11,,,2020,11/17/20 15:49,,,
579,12218249,JD427935,11/10/20 8:00,004XX E 48TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,223,2,3,38,7,,,2020,11/17/20 15:49,,,
580,12222758,JD433275,10/25/20 0:00,059XX S MAY ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,712,7,16,68,11,,,2020,11/17/20 15:49,,,
581,12217144,JD426729,11/10/20 2:18,005XX W 86TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,622,6,21,71,08B,,,2020,11/17/20 15:49,,,
582,12218811,JD428413,11/10/20 13:55,010XX W 109TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2234,22,34,75,11,,,2020,11/17/20 15:49,,,
583,12218111,JD427794,11/10/20 22:20,006XX S PULASKI RD,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1132,11,24,26,18,,,2020,11/17/20 15:49,,,
584,12217709,JD427394,11/10/20 15:31,038XX W ROOSEVELT RD,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1011,10,24,29,18,,,2020,11/17/20 15:49,,,
585,12217699,JD427143,11/10/20 12:15,105XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,512,5,9,49,08B,,,2020,11/17/20 15:49,,,
586,12217757,JD427436,11/10/20 15:45,011XX E 72ND ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,PARK PROPERTY,False,False,324,3,5,69,15,,,2020,11/17/20 15:49,,,
587,12217335,JD426979,11/10/20 10:00,031XX W IRVING PARK RD,820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1724,17,33,16,6,,,2020,11/17/20 15:49,,,
588,12217234,JD426743,11/10/20 3:31,106XX S HALSTED ST,330,ROBBERY,AGGRAVATED,STREET,False,False,2233,22,34,73,3,,,2020,11/17/20 15:49,,,
589,12218075,JD427701,11/10/20 20:12,039XX W WILCOX ST,2023,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),ALLEY,True,False,1122,11,28,26,18,,,2020,11/17/20 15:49,,,
590,12217926,JD427544,11/10/20 17:19,003XX S MAPLEWOOD AVE,560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,True,1125,11,27,28,08A,,,2020,11/17/20 15:49,,,
591,12218494,JD428290,11/10/20 13:00,008XX N LARRABEE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,1823,18,27,8,11,,,2020,11/17/20 15:49,,,
592,12218106,JD427568,11/10/20 17:40,012XX S SPAULDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1022,10,24,29,14,,,2020,11/17/20 15:49,,,
593,12217455,JD426977,11/10/20 9:52,037XX N ALBANY AVE,810,THEFT,OVER $500,RESIDENCE - GARAGE,False,False,1733,17,33,16,6,,,2020,11/17/20 15:49,,,
594,12218529,JD427893,11/10/20 8:00,014XX S JEFFERSON ST,810,THEFT,OVER $500,WAREHOUSE,False,False,124,1,11,28,6,,,2020,11/17/20 15:49,,,
595,12217622,JD426768,11/10/20 0:00,038XX S MICHIGAN AVE,810,THEFT,OVER $500,APARTMENT,False,False,213,2,3,35,6,,,2020,11/17/20 15:49,,,
596,12218006,JD427667,11/10/20 19:32,078XX S STATE ST,560,ASSAULT,SIMPLE,GAS STATION,True,False,623,6,6,69,08A,,,2020,11/17/20 15:49,,,
597,12217147,JD426720,11/10/20 2:00,066XX S WESTERN AVE,860,THEFT,RETAIL THEFT,GAS STATION,False,False,832,8,16,66,6,,,2020,11/17/20 15:49,,,
598,12218033,JD427705,11/10/20 20:20,091XX S BURNSIDE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,633,6,9,49,08B,,,2020,11/17/20 15:49,,,
599,12217321,JD426875,11/10/20 8:30,017XX E 70TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,332,3,5,43,08B,,,2020,11/17/20 15:49,,,
600,12222711,JD433098,10/16/20 0:00,022XX S ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1024,10,22,30,14,,,2020,11/17/20 15:49,,,
601,12222566,JD432911,10/22/20 9:00,013XX S WABASH AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,131,1,3,33,11,,,2020,11/17/20 15:49,,,
602,12221305,JD431099,11/10/20 21:30,024XX W Cullom Ave,820,THEFT,$500 AND UNDER,STREET,False,False,1911,19,47,5,6,,,2020,11/17/20 15:49,,,
603,12217226,JD426779,11/10/20 5:55,100XX S AVENUE N,460,BATTERY,SIMPLE,RESIDENCE,False,False,432,4,10,52,08B,,,2020,11/17/20 15:49,,,
605,12217746,JD427173,11/10/20 10:00,068XX S HERMITAGE AVE,820,THEFT,$500 AND UNDER,STREET,False,False,725,7,17,67,6,,,2020,11/17/20 15:49,,,
606,12219144,JD428931,11/10/20 20:00,011XX W 105TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,2232,22,34,73,11,,,2020,11/17/20 15:49,,,
607,12222519,JD432897,11/7/20 7:00,002XX N CALIFORNIA AVE,810,THEFT,OVER $500,RESIDENCE,False,False,1222,12,27,27,6,,,2020,11/17/20 15:49,,,
608,12218180,JD427797,11/10/20 23:00,028XX W WALNUT ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,1222,12,27,27,04A,,,2020,11/17/20 15:49,,,
609,12217536,JD427114,11/10/20 11:17,008XX N SPRINGFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1112,11,37,23,08B,,,2020,11/17/20 15:49,,,
610,12217118,JD426672,11/9/20 23:28,080XX S STEWART AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,True,False,623,6,17,44,04A,,,2020,11/17/20 15:47,,,
612,12214368,JD423412,11/6/20 22:02,021XX S HOMAN AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,True,False,1024,10,24,30,08B,,,2020,11/17/20 15:47,,,
616,12208668,JD416938,10/31/20 18:50,029XX W IRVING PARK RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,1733,17,33,16,7,,,2020,11/17/20 15:47,,,
617,12207033,JD398411,10/13/20 15:32,047XX S ASHLAND AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SMALL RETAIL STORE,True,False,933,9,20,61,18,,,2020,11/17/20 15:47,,,
619,12204729,JD412570,10/23/20 16:00,095XX S CONSTANCE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,431,4,7,51,5,,,2020,11/17/20 15:47,,,
621,12198526,JD390538,10/6/20 11:38,036XX W DIVERSEY AVE,2022,NARCOTICS,POSSESS - COCAINE,APARTMENT,True,False,2523,25,30,21,18,,,2020,11/17/20 15:47,,,
622,12198506,JD391635,10/7/20 10:30,100XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,AIRPORT/AIRCRAFT,True,False,1651,16,41,76,18,,,2020,11/17/20 15:47,,,
623,12198225,JD376542,9/23/20 12:05,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24,29,18,,,2020,11/17/20 15:47,,,
624,12195778,JD402105,10/17/20 9:10,003XX W 64TH ST,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,True,False,722,7,20,68,08B,,,2020,11/17/20 15:47,,,
625,12181746,JD385813,10/1/20 16:00,069XX S EGGLESTON AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,732,7,6,68,04A,1174478.0,1858908.0,2020,11/17/20 15:47,41.76823843,-87.63601045,"(41.768238429, -87.63601045)"
626,12179293,JD383035,9/22/20 23:24,012XX N LA SALLE DR,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1821,18,2,8,5,1174910.0,1908582.0,2020,11/17/20 15:47,41.90453833,-87.63294231,"(41.904538325, -87.632942313)"
629,12145303,JD322529,8/6/20 9:45,006XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
630,12145299,JD322493,8/6/20 8:30,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24,29,18,,,2020,11/17/20 15:47,,,
631,12145275,JD321387,8/5/20 9:55,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
632,12145273,JD321451,8/5/20 11:00,006XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
633,12145268,JD321409,8/5/20 10:20,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
634,12145267,JD321490,8/5/20 11:40,006XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
635,12140154,JD313758,7/29/20 9:30,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
636,12217647,JD427080,11/10/20 0:01,069XX S CALUMET AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,322,3,6,69,04A,,,2020,11/17/20 15:49,,,
637,12218087,JD427763,11/10/20 20:48,001XX N LONG AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1523,15,28,25,08B,,,2020,11/17/20 15:49,,,
638,12222688,JD433131,11/7/20 16:30,058XX S HAMLIN AVE,810,THEFT,OVER $500,STREET,False,False,822,8,23,62,6,,,2020,11/17/20 15:49,,,
639,12221050,JD431147,11/10/20 15:30,079XX S KOSTNER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,834,8,18,70,11,,,2020,11/17/20 15:49,,,
640,12217818,JD427447,11/10/20 15:50,002XX W 63RD ST,860,THEFT,RETAIL THEFT,GAS STATION,False,False,722,7,20,68,6,,,2020,11/17/20 15:49,,,
642,12218101,JD427748,11/10/20 21:37,075XX S EVANS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,624,6,6,69,08B,,,2020,11/17/20 15:49,,,
643,12219055,JD428833,11/10/20 16:00,003XX E 45TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,215,2,3,38,7,,,2020,11/17/20 15:49,,,
644,12222498,JD432914,10/16/20 10:00,020XX N LINCOLN PARK WEST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1814,18,43,7,11,,,2020,11/17/20 15:49,,,
