,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
796,12216865,JD426511,11/9/20 19:00,042XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,214,2,4,38,6,,,2020,11/16/20 15:52,,,
797,12216777,JD426379,11/9/20 17:24,008XX N MONTICELLO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1112,11,27,23,18,,,2020,11/16/20 15:52,,,
798,12216963,JD426522,11/9/20 1:45,020XX W VAN BUREN ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1225,12,27,28,04A,,,2020,11/16/20 15:52,,,
799,12220480,JD429899,11/9/20 15:00,002XX W MERCHANDISE MART PLZ,890,THEFT,FROM BUILDING,OTHER (SPECIFY),False,False,1831,18,42,8,6,,,2020,11/16/20 15:52,,,
800,12216542,JD425995,11/9/20 12:18,038XX S ROCKWELL ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,911,9,12,58,15,,,2020,11/16/20 15:52,,,
801,12216973,JD426565,11/9/20 20:58,007XX E 84TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,632,6,6,44,14,,,2020,11/16/20 15:52,,,
802,12217167,JD426687,11/9/20 22:45,017XX E 71ST ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,332,3,5,43,3,,,2020,11/16/20 15:52,,,
803,12222246,JD429050,10/28/20 0:00,056XX N WINTHROP AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,2022,20,48,77,11,,,2020,11/16/20 15:52,,,
805,12217541,JD426930,11/9/20 20:00,029XX S ARCHER AVE,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,913,9,11,60,5,,,2020,11/16/20 15:52,,,
806,12216922,JD425906,11/9/20 9:49,011XX S CLARK ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,123,1,4,32,6,,,2020,11/16/20 15:52,,,
807,12217184,JD426496,11/9/20 19:30,015XX N CLYBOURN AVE,320,ROBBERY,STRONG ARM - NO WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1822,18,2,8,3,,,2020,11/16/20 15:52,,,
810,12217632,JD427261,11/9/20 23:00,035XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1123,11,28,27,14,,,2020,11/16/20 15:52,,,
811,12217027,JD426610,11/9/20 21:55,005XX E 89TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,633,6,9,44,14,,,2020,11/16/20 15:52,,,
812,12216430,JD425687,11/9/20 4:50,025XX N WASHTENAW AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,False,False,1431,14,32,22,15,,,2020,11/16/20 15:52,,,
813,12216697,JD426184,11/9/20 15:00,008XX N RIDGEWAY AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False,1112,11,27,23,18,,,2020,11/16/20 15:52,,,
814,12216591,JD426141,11/9/20 7:00,025XX W FLOURNOY ST,890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,False,False,1135,11,28,28,6,,,2020,11/16/20 15:52,,,
815,12216821,JD426389,11/9/20 17:37,012XX W 96TH ST,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,True,2213,22,21,73,04B,,,2020,11/16/20 15:52,,,
818,12218474,JD428245,11/9/20 16:00,015XX S KEDZIE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1022,10,24,29,7,,,2020,11/16/20 15:52,,,
819,12217834,JD427439,11/9/20 23:00,093XX S GREENWOOD AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,413,4,8,47,5,,,2020,11/16/20 15:52,,,
822,12216738,JD426316,11/9/20 16:45,067XX S CLAREMONT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True,832,8,17,66,08B,,,2020,11/16/20 15:52,,,
823,12216552,JD426056,11/9/20 12:45,002XX E HURON ST,890,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,False,False,1834,18,42,8,6,,,2020,11/16/20 15:52,,,
825,12217007,JD426505,11/9/20 19:42,029XX N SAWYER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1412,14,35,21,08B,,,2020,11/16/20 15:52,,,
826,12222259,JD430055,11/7/20 12:00,015XX S FAIRFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,False,False,1023,10,28,29,11,,,2020,11/16/20 15:52,,,
828,12218734,JD428581,11/9/20 17:00,067XX N ARTESIAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2412,24,50,2,11,,,2020,11/16/20 15:52,,,
829,12219558,JD429492,11/9/20 21:50,027XX N HAMPDEN CT,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1935,19,43,7,7,,,2020,11/16/20 15:52,,,
830,12217097,JD426611,11/9/20 21:00,052XX S JUSTINE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,934,9,16,61,08B,,,2020,11/16/20 15:52,,,
831,12217054,JD426612,11/9/20 21:40,058XX S FRANCISCO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,824,8,16,63,14,,,2020,11/16/20 15:52,,,
832,12217896,JD427373,11/9/20 18:00,039XX W CHICAGO AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,False,False,1112,11,37,23,3,,,2020,11/16/20 15:52,,,
833,12217135,JD426604,11/9/20 20:50,021XX W LAWRENCE AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,2032,20,47,4,5,,,2020,11/16/20 15:52,,,
834,12217803,JD427541,11/9/20 12:01,078XX S LAFLIN ST,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,612,6,17,71,6,,,2020,11/16/20 15:52,,,
835,12222033,JD432235,11/6/20 16:00,032XX W WILSON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1724,17,33,14,11,,,2020,11/16/20 15:52,,,
837,12216880,JD426509,11/9/20 19:45,084XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,True,632,6,6,44,14,,,2020,11/16/20 15:52,,,
838,12216969,JD426252,11/9/20 15:45,048XX S LAKE PARK AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False,222,2,4,39,08B,,,2020,11/16/20 15:52,,,
839,12222320,JD432632,10/25/20 8:00,047XX N ARTESIAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1911,19,40,4,11,,,2020,11/16/20 15:52,,,
840,12216398,JD425855,11/9/20 10:35,024XX E 79TH ST,820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,422,4,7,46,6,,,2020,11/16/20 15:52,,,
841,12217380,JD426806,11/9/20 9:00,078XX S KENTON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,834,8,18,70,11,,,2020,11/16/20 15:52,,,
842,12216168,JD425618,11/9/20 3:00,103XX S SAWYER AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2211,22,19,74,6,,,2020,11/16/20 15:52,,,
843,12218224,JD427216,11/9/20 12:00,036XX N ORIOLE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1631,16,38,17,11,,,2020,11/16/20 15:52,,,
844,12216996,JD426463,11/9/20 19:11,036XX W 16TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,1014,10,24,29,04B,,,2020,11/16/20 15:52,,,
845,12216812,JD426278,11/9/20 16:23,025XX W HARRISON ST,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,ALLEY,False,False,1135,11,28,28,7,,,2020,11/16/20 15:52,,,
846,12220844,JD430943,11/9/20 12:00,020XX N PULASKI RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2525,25,26,20,11,,,2020,11/16/20 15:52,,,
847,12216309,JD425698,11/9/20 7:00,063XX S KEDZIE AVE,860,THEFT,RETAIL THEFT,DRUG STORE,True,False,823,8,17,66,6,,,2020,11/16/20 15:52,,,
848,12217525,JD426266,11/9/20 15:40,048XX N BROADWAY,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2033,20,46,3,04A,,,2020,11/16/20 15:52,,,
849,12217088,JD426644,11/9/20 13:00,003XX W 64TH ST,890,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,False,False,722,7,20,68,6,,,2020,11/16/20 15:52,,,
851,12217117,JD426623,11/9/20 22:00,035XX W FIFTH AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,1133,11,28,27,08A,,,2020,11/16/20 15:52,,,
852,12216342,JD425782,11/9/20 1:30,041XX N LEAMINGTON AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,1624,16,45,15,5,,,2020,11/16/20 15:52,,,
853,12217292,JD426872,11/9/20 19:00,068XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,723,7,6,68,14,,,2020,11/16/20 15:52,,,
855,12216751,JD426132,11/9/20 13:20,020XX W LAWRENCE AVE,820,THEFT,$500 AND UNDER,RESTAURANT,True,False,1911,19,47,4,6,,,2020,11/16/20 15:52,,,
856,12216467,JD425963,11/9/20 12:00,050XX W WINDSOR AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,1623,16,45,15,5,,,2020,11/16/20 15:52,,,
857,12216625,JD426185,11/9/20 12:00,022XX W 71ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,832,8,18,66,14,,,2020,11/16/20 15:52,,,
858,12217230,JD426792,11/9/20 18:00,045XX S GREENWOOD AVE,820,THEFT,$500 AND UNDER,STREET,False,False,222,2,4,39,6,,,2020,11/16/20 15:52,,,
859,12216677,JD426224,11/9/20 15:20,033XX W HIRSCH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1422,14,26,23,14,,,2020,11/16/20 15:52,,,
860,12222235,JD422178,11/5/20 18:00,031XX W LAWRENCE AVE,560,ASSAULT,SIMPLE,STREET,False,False,1713,17,33,14,08A,,,2020,11/16/20 15:52,,,
861,12216595,JD426026,11/9/20 12:56,065XX S JUSTINE ST,031A,ROBBERY,ARMED - HANDGUN,ALLEY,False,False,725,7,16,67,3,,,2020,11/16/20 15:52,,,
862,12216367,JD425799,11/9/20 9:50,003XX W 90TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,634,6,21,49,14,,,2020,11/16/20 15:52,,,
863,12218937,JD428738,11/9/20 14:00,014XX N SEDGWICK ST,890,THEFT,FROM BUILDING,APARTMENT,False,False,1821,18,27,8,6,,,2020,11/16/20 15:52,,,
864,12217060,JD426647,11/9/20 10:52,040XX W VAN BUREN ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,False,1132,11,28,26,18,,,2020,11/16/20 15:52,,,
865,12216642,JD426146,11/9/20 14:13,007XX N RUSH ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,1834,18,42,8,3,,,2020,11/16/20 15:52,,,
866,12216795,JD426442,11/9/20 18:40,044XX N PULASKI RD,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,1723,17,35,14,6,,,2020,11/16/20 15:52,,,
868,12217673,JD425978,11/9/20 5:00,076XX S SAGINAW AVE,820,THEFT,$500 AND UNDER,STREET,False,False,421,4,7,43,6,,,2020,11/16/20 15:52,,,
869,12216197,JD425605,11/9/20 1:10,048XX N DAMEN AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,2032,20,47,4,5,,,2020,11/16/20 15:52,,,
870,12217940,JD427524,11/9/20 0:00,081XX S KEDZIE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),False,False,834,8,18,70,11,,,2020,11/16/20 15:52,,,
871,12216560,JD425974,11/9/20 12:20,074XX S COLFAX AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,334,3,7,43,15,,,2020,11/16/20 15:52,,,
872,12222297,JD427105,11/9/20 19:00,018XX S HARDING AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1014,10,24,29,7,,,2020,11/16/20 15:52,,,
873,12216988,JD426386,11/9/20 17:30,103XX S HALSTED ST,330,ROBBERY,AGGRAVATED,RESTAURANT,False,False,2232,22,34,73,3,,,2020,11/16/20 15:52,,,
875,12216207,JD425642,11/9/20 4:24,069XX S MERRILL AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,False,False,331,3,5,43,15,,,2020,11/16/20 15:52,,,
876,12217123,JD426686,11/9/20 22:59,029XX N CICERO AVE,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,True,False,2521,25,31,19,18,,,2020,11/16/20 15:52,,,
877,12217449,JD426957,11/9/20 23:30,056XX W IRVING PARK RD,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,1624,16,38,15,5,,,2020,11/16/20 15:52,,,
878,12217149,JD425648,11/9/20 4:00,068XX S PERRY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,722,7,6,69,08B,,,2020,11/16/20 15:52,,,
879,12216268,JD425663,11/9/20 5:00,070XX S WOODLAWN AVE,650,BURGLARY,HOME INVASION,RESIDENCE,False,False,321,3,5,69,5,,,2020,11/16/20 15:52,,,
880,12217260,JD426400,11/9/20 18:10,008XX W CORNELIA AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,1924,19,44,6,3,,,2020,11/16/20 15:52,,,
881,12216133,JD425598,11/9/20 1:05,040XX W MADISON ST,460,BATTERY,SIMPLE,STREET,False,False,1115,11,28,26,08B,,,2020,11/16/20 15:52,,,
882,12216836,JD426189,11/9/20 15:10,020XX W JACKSON BLVD,460,BATTERY,SIMPLE,RESIDENCE,False,False,1225,12,27,28,08B,,,2020,11/16/20 15:52,,,
883,12219356,JD429248,11/9/20 16:00,036XX S PAULINA ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,912,9,12,59,11,,,2020,11/16/20 15:52,,,
884,12216720,JD426027,11/9/20 9:00,029XX N LONG AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2514,25,31,19,11,,,2020,11/16/20 15:52,,,
885,12216926,JD426164,11/9/20 14:51,065XX S JUSTINE ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,725,7,16,67,3,,,2020,11/16/20 15:52,,,
886,12216476,JD425742,11/9/20 8:21,053XX S FRANCISCO AVE,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,True,923,9,14,63,04B,,,2020,11/16/20 15:52,,,
887,12216224,JD425628,11/9/20 3:35,012XX W WASHBURNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,False,True,1233,12,25,28,08B,,,2020,11/16/20 15:52,,,
888,12218012,JD427421,11/9/20 16:17,074XX S MERRILL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,333,3,7,43,14,,,2020,11/16/20 15:52,,,
889,12216861,JD426438,11/9/20 18:15,062XX N CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1621,16,39,12,14,,,2020,11/16/20 15:52,,,
890,12217349,JD426911,11/9/20 8:00,099XX S HAMILTON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2213,22,19,72,11,,,2020,11/16/20 15:52,,,
892,12216472,JD425965,11/9/20 12:22,014XX W GREGORY ST,460,BATTERY,SIMPLE,SIDEWALK,False,False,2013,20,48,77,08B,,,2020,11/16/20 15:52,,,
893,12217258,JD426776,11/9/20 19:00,052XX N OLEANDER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,1613,16,41,10,11,,,2020,11/16/20 15:52,,,
895,12216371,JD425788,11/9/20 6:45,069XX S CLAREMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,832,8,17,66,14,,,2020,11/16/20 15:52,,,
896,12217171,JD426675,11/9/20 23:13,003XX E 35TH ST,560,ASSAULT,SIMPLE,GAS STATION,False,True,211,2,4,35,08A,,,2020,11/16/20 15:52,,,
897,12216527,JD425984,11/9/20 12:29,012XX W NORTH AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1433,14,2,24,6,,,2020,11/16/20 15:52,,,
898,12217529,JD426445,11/9/20 18:40,021XX W MC LEAN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1432,14,32,22,7,,,2020,11/16/20 15:52,,,
899,12216947,JD426200,11/9/20 14:32,092XX S ELLIS AVE,820,THEFT,$500 AND UNDER,RESIDENCE,False,True,413,4,8,47,6,,,2020,11/16/20 15:52,,,
900,12216753,JD426241,11/9/20 15:45,086XX S CALUMET AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,632,6,6,44,14,,,2020,11/16/20 15:52,,,
901,12216232,JD425611,11/9/20 1:34,049XX W ADAMS ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1533,15,28,25,3,,,2020,11/16/20 15:52,,,
902,12216925,JD426373,11/9/20 17:15,068XX S STONY ISLAND AVE,460,BATTERY,SIMPLE,RESTAURANT,False,False,332,3,5,43,08B,,,2020,11/16/20 15:52,,,
903,12217177,JD426580,11/9/20 5:00,063XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,723,7,16,68,14,,,2020,11/16/20 15:52,,,
904,12216571,JD425994,11/9/20 12:25,076XX S SANGAMON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,621,6,17,71,08B,,,2020,11/16/20 15:52,,,
906,12217820,JD426321,11/9/20 17:00,064XX S MARSHFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,725,7,15,67,08B,,,2020,11/16/20 15:52,,,
907,12217075,JD426238,11/9/20 6:00,008XX W PERSHING RD,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,925,9,11,61,6,,,2020,11/16/20 15:52,,,
908,12216363,JD425818,11/9/20 0:01,036XX S RHODES AVE,460,BATTERY,SIMPLE,APARTMENT,False,False,212,2,4,35,08B,,,2020,11/16/20 15:52,,,
909,12221659,JD419496,11/3/20 12:36,0000X W 87TH ST,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,632,6,21,44,04A,,,2020,11/16/20 15:52,,,
910,12217057,JD426600,11/9/20 21:02,055XX S EVERETT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,235,2,5,41,08B,,,2020,11/16/20 15:52,,,
911,12218346,JD427015,11/9/20 17:00,060XX N KENMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2433,24,48,77,14,,,2020,11/16/20 15:52,,,
912,12216482,JD426002,11/9/20 13:03,024XX S WHIPPLE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1033,10,12,30,11,,,2020,11/16/20 15:52,,,
913,12216798,JD426426,11/9/20 18:24,017XX E 70TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,332,3,5,43,15,,,2020,11/16/20 15:52,,,
915,12217843,JD426581,11/9/20 20:36,016XX N WELLS ST,334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,CONVENIENCE STORE,False,False,1814,18,2,7,3,,,2020,11/16/20 15:52,,,
916,12216826,JD426331,11/9/20 14:00,071XX S ALBANY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,831,8,18,66,14,,,2020,11/16/20 15:52,,,
917,12216736,JD426276,11/9/20 16:30,042XX W ARMITAGE AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,2534,25,35,20,08B,,,2020,11/16/20 15:52,,,
919,12217110,JD426018,11/9/20 12:30,111XX S STATE ST,460,BATTERY,SIMPLE,GAS STATION,False,False,522,5,34,49,08B,,,2020,11/16/20 15:52,,,
920,12217004,JD426574,11/9/20 20:23,042XX S VINCENNES AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,214,2,3,38,04A,,,2020,11/16/20 15:52,,,
921,12217425,JD425662,11/9/20 4:00,071XX S EMERALD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,732,7,6,68,08B,,,2020,11/16/20 15:52,,,
922,12221939,JD432187,11/1/20 0:00,018XX W 83RD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,614,6,17,71,11,,,2020,11/16/20 15:52,,,
923,12216640,JD426168,11/9/20 13:19,069XX S PEORIA ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),ALLEY,True,False,733,7,6,68,18,,,2020,11/16/20 15:52,,,
924,12216602,JD426057,11/9/20 10:26,068XX S WABASH AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,322,3,6,69,5,,,2020,11/16/20 15:52,,,
925,12217887,JD427590,11/9/20 15:00,062XX N LINCOLN AVE,460,BATTERY,SIMPLE,CONVENIENCE STORE,False,False,1711,17,50,13,08B,,,2020,11/16/20 15:52,,,
927,12216746,JD426108,11/9/20 13:50,042XX W AUGUSTA BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1111,11,37,23,08B,,,2020,11/16/20 15:52,,,
929,12216846,JD425979,11/9/20 12:21,0000X S STATE ST,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,DEPARTMENT STORE,False,False,112,1,42,32,04A,,,2020,11/16/20 15:52,,,
930,12216316,JD425762,11/9/20 0:01,052XX S MICHIGAN AVE,820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,231,2,3,40,6,,,2020,11/16/20 15:52,,,
931,12216993,JD426601,11/9/20 21:16,048XX N MILWAUKEE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1623,16,45,11,6,,,2020,11/16/20 15:52,,,
932,12216214,JD425573,11/9/20 0:20,056XX S KILPATRICK AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,False,False,813,8,13,56,14,,,2020,11/16/20 15:52,,,
933,12217492,JD427144,11/9/20 12:00,053XX N CENTRAL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1622,16,45,11,11,,,2020,11/16/20 15:52,,,
934,12216936,JD426544,11/9/20 15:40,115XX S WESTERN AVE,460,BATTERY,SIMPLE,STREET,False,False,2212,22,19,75,08B,,,2020,11/16/20 15:52,,,
935,12216779,JD426387,11/9/20 16:00,047XX W JACKSON BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1113,11,28,25,7,,,2020,11/16/20 15:52,,,
937,12217013,JD426487,11/9/20 19:00,014XX S CENTRAL PARK AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,ALLEY,False,False,1011,10,24,29,3,,,2020,11/16/20 15:52,,,
938,12217285,JD426908,11/9/20 21:45,044XX W WAVELAND AVE,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1731,17,45,16,6,,,2020,11/16/20 15:52,,,
939,12216929,JD426441,11/9/20 18:43,070XX S SANGAMON ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,733,7,6,68,15,,,2020,11/16/20 15:52,,,
940,12222237,JD422846,11/6/20 13:20,066XX W CORNELIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1632,16,38,17,14,,,2020,11/16/20 15:52,,,
941,12216380,JD425811,11/9/20 9:30,006XX E 72ND ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,323,3,6,69,7,,,2020,11/16/20 15:52,,,
942,12216188,JD425592,11/9/20 1:41,039XX W JACKSON BLVD,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,1132,11,28,26,04B,,,2020,11/16/20 15:52,,,
944,12216682,JD426034,11/9/20 11:56,041XX W FULLERTON AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,2524,25,31,20,18,,,2020,11/16/20 15:52,,,
946,12216593,JD425873,11/9/20 10:15,0000X W 83RD ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,622,6,21,44,04B,,,2020,11/16/20 15:52,,,
948,12219200,JD428940,11/9/20 20:30,008XX W BLACKHAWK ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1822,18,27,8,6,,,2020,11/16/20 15:52,,,
950,12217081,JD426512,11/9/20 12:32,130XX S DR MARTIN LUTHER KING JR DR,560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,533,5,9,54,08A,,,2020,11/16/20 15:52,,,
951,12217053,JD426558,11/9/20 20:50,011XX S MICHIGAN AVE,320,ROBBERY,STRONG ARM - NO WEAPON,PARK PROPERTY,False,False,114,1,4,32,3,,,2020,11/16/20 15:52,,,
952,12216505,JD425933,11/9/20 11:40,038XX S DR MARTIN LUTHER KING JR DR,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,212,2,4,35,6,,,2020,11/16/20 15:52,,,
953,12222331,JD432711,11/9/20 14:00,074XX N OCTAVIA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1611,16,41,9,11,,,2020,11/16/20 15:52,,,
955,12216443,JD425865,11/9/20 10:30,034XX W IRVING PARK RD,460,BATTERY,SIMPLE,CTA BUS,False,False,1723,17,35,16,08B,,,2020,11/16/20 15:52,,,
956,12217981,JD426816,11/9/20 16:55,001XX N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,111,1,42,32,6,,,2020,11/16/20 15:52,,,
957,12217106,JD426678,11/9/20 23:50,091XX S STONY ISLAND AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,True,False,413,4,8,48,15,,,2020,11/16/20 15:52,,,
